,IDText,text
146,TXT0147,program pasang capres cawapres ganjar pranowo mahfud md dorong tumbuh ekonomi rata desa jnk ganjarpranowopilihanumat
147,TXT0148,kritik prabowo dukung 02 memaki2 body shaming survei tunjuk naik 01 dukung prabowogibran denial tuduh sebut surepay syukur ada tempat tepat adem
148,TXT0149,regulasi platform digital adil ganjarmahfud bikin lebih kuat lebih mampu saing moga indonesia makin main utama kancah ekonomi digital global happy new year ganjarmahfud2024 ganjarmahfudm3nang l3bihbaik
149,TXT0150,komitmen mas anies gus imin berantas korupsi bukan jelang pilpres janji demokrasi tuntas aminajadulu aniemuhaimin2024
150,TXT0151,pasang duet capres cawapres ganjar pranowo prof mahfud md fokus bikin regulasi hukum bikin investor mikir kali masuk indonesiajn18a jnk ganjarmahfudrebound ganjarpranowopilihanumat
151,TXT0152,palestina tindas gk punya kuat militer palestina lemah buku mau biar paham vatikan gk punya kuat militer berani tindas gk analogi bukan kuat militer pak palestina gk lemah gk pernah lemah lemah sistem kampret mana pbb diam jadi genosida langgar ham berat berani nuntut den haag afrika selatan
152,TXT0153,momen ganjar balas anies soal ekspor budaya ri bangga rich brian nik
153,TXT0154,masalah utama anies bukan aniesnya cuma intelektual muslim liberal biasa masalah utama sejak awal orang2 belakang layar orang2 biasa dukung lapang medsos sama u prabowo tambah pelanggaran2 ham
154,TXT0155,70t udah macem macem pak sama pak anies caci maki sama kalian kerja omon2 lu enak banget ngomong 81 cukup kerja blm prestasi punya gubernur menang lontre malu tah ngomong kayagitu
155,TXT0156,program pasang capres cawapres ganjar pranowo mahfud md solusi jitu buat dorong tumbuh ekonomi desa jnk ganjarpranowopilihanumat
156,TXT0157,gimana diri orang milik aura positif orang segan ada keliling lihat ganjar pranowo sambut tani suka cita sekat blora 4 des 2024 ganjar komitmen hapus 600 miliar hutang macet tani bank perintah pikir sejahtera ringan beban rakyat mana mungkin mutih utang ganjarmahfud2024 ganjarmahfudpilihanrealistis
157,TXT0158,inspiratif pasang capres cawapres ganjar pranowo mahfud md buka peluang bisnis lokal kredit 35 koprasi umkm sukses terus usaha kecil nct wish jnk ganjarmahfudrebound ganjarpranowopilihanumat
158,TXT0159,harap tinggi ganjarmahfud moga alokasi anggar besar koperasi umkm bawa berkah usaha kecil indonesia happy new year ganjarmahfud2024 ganjarmahfudm3nang l3bihbaik
159,TXT0160,sama keluarga ganjar pranowo cipta suasana positif perintah inklusif ganjar mahfud hebat coblos3 3gm nazarpemilu ganjarmahfudm3nangdebat
160,TXT0161,keluarga bung hatta bersama2 turun gunung bantu ganjar mahfud jadi biasa panjang jalan bangsa mungkin keluarga bung hatta cium aroma busuk demokrasi asalbukanprabowo asalbukanprabowogibran
161,TXT0162,pasang duet capres cawapres ganjar pranowo mahfud md inspirasi laku umkm kredit 35 langkah cerdas sukses terus temanteman bisnisjn18b jnk ganjarmahfudrebound ganjarpranowopilihanumat
162,TXT0163,kualitas didik fasilitas sehat rasa masyarakat kecuali amin tekad sejahtera rasa seluruh masyarakat indonesia ingat tanggal 14 februari 2024 pilih anies baswedan muhaimin iskandar sejahtera rata seluruh indonesia aminajadulu
163,TXT0164,usai debat prabowo ungkap kecewa anies ganjar
164,TXT0165,ganjar pranowo pimpin duduk kursi turun panggung tunjuk peduli seni budaya ganjar mahfud hebat coblos3 3gm nazarpemilu ganjarmahfudm3nangdebat
165,TXT0166,nyata paham kuasa pak ganjar hankam politik luar negri luas dalam respek salut debatcapres2024
166,TXT0167,tni siap tanggung biaya obat rawan ganjarmahfud aniaya oknum kompi b yonif raider 408suhbrastha
167,TXT0168,padahal bsip kalteng udah ngasih warning lahan gunung mas tanam singkong dilakuin malah ganti jagung itu pakai polybag tanah polybag beda tanah hutan tsb
168,TXT0169,prabowo nilai soal toleransi polusi anis nilai 3 prabowo nilai pildun u20 batal wadas nilai 2 well hak nilai bukan capres hak nilai lembaga otoritas independent mas acho kebelet benci gin
169,TXT0170,capres urut 3 capres ganjar pranowo punya strategi keren enggak cuma lanjut tambah baik program perintah era belum jn18b jnk ganjarmahfudrebound ganjarpranowopilihanumat
170,TXT0171,program program capres urut 3 capres ganjar pranowo enggak cuma lanjut tambah sempurna program perintah era belum mantapjn18a jnk ganjarmahfudrebound ganjarpranowopilihanumat
171,TXT0172,kontrak buka ganjar pranowo undang semua ikut ambil bagi cipta daulat panganjnk ganjarmahfudrebound ganjarpranowopilihanumat
172,TXT0173,kwik kian gie pesawat perang amerika pernah masuk wilayah nkri buat apaapa prabowo betul tahan lama tak daulat rembangdoakan 02 kardusdurengorenganpolitik etik4m4hfudtdkada gibran gengpastipasti
173,TXT0174,seluruh tumpang tindih sisi regulasi satu perlu harmonisasi perlu sinkronisasi tingkat putus pimpin tinggi berani ambil putus ganjar pranowo jawaposkawalpemilu2024 debatcapres
174,TXT0175,tkn sebut pdip panik jokowi mulai terangterangan dukung prabowogibran
175,TXT0176,ekatalog perintah bukan sistem jalan emas buat umkm ganjarmahfud memang inovatif happy new year ganjarmahfud2024 ganjarmahfudm3nang l3bihbaik
176,TXT0177,sreng sreng sreng untung bahas lawan anies terlalu baik hati anies serang lemah paslon paslon malah serang lemah anies 02 03 hati mulia
177,TXT0178,mau edukasi gimana susah contoh cowo aku knows bad 02 kata masalah presiden malah suka anies suka sama etika anies ceunah ngerti etika mana
178,TXT0179,anies banding kaya pribadi sejahtera prajurit keliru prabowo emang udah kaya menhan debatcapres debatcapres2024 debatpilpres
179,TXT0180,takut cekal masyarakat caleg demokrat tak pasang gambar prabowogibran
180,TXT0181,sangat tulus menteri bumn erick thohir titip pesan menhan prabowo subianto tetap jaga toleransi umat agama indonesia ettitiptoleransi02 solutifkebanggaanindonesia
181,TXT0182,program pasang capres cawapres ganjar pranowo mahfud md solusi jitu buat dorong tumbuh ekonomi desa jnk ganjarpranowopilihanumat
182,TXT0183,solusi cegah korupsi prabrorogib naikin gaji jabat jamin kualitas hidup solusi cegah korupsi ganjarmahfud miskin taruh nusakambangan pas debat kmren bilang mau naikin pajak naikin gaji jabat calon koruptor baru makin yakin pilih topgansats3t ganjarmahfud2024
183,TXT0184,bener asik pastiinpbowo gbranpasti dorong guna teknis hemat air wilayah tani industri era02eraanakmuda masgbran kamiadadisini
184,TXT0185,hitung matematika harus dapat daerah naik signifikan karena pajak baliho reklame caleg ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 internet gratis
185,TXT0186,maklum paslon 03 01 paham tahan negara lapang bukti parpol2 dukung 03 01 dpr ri dukung anggar beli alutsista prabowo paling realistis paslon 01 rasa maha benar tidak tahu
186,TXT0187,lindung ham tugas krusial bijak perintah indonesiasentris 02melanjutkan anakmudaindonesiaemas prabowo gibran prioritas indonesiasentris 02melanjutkan anakmudaindonesiaemas menangseputaran
187,TXT0188,100 hari pilih amin marsda purn supomo anies baswedan susun roadmad daulat siber nasional
188,TXT0189,hati terima hati anies beneran peduli sejahtera tni polri jelang lengser anies baswedan hibah 400 unit rusun nila rp200 polri berita 4 oktober 2021 desakaniesdesakprabowo desakaniesdesakprabowo
189,TXT0190,anies kembali wibawa indonesia lewat diplomasi aktif
190,TXT0191,viral bansos pakai tang pilpres beras minyak asal teken kontrak coblos prabowogibran
191,TXT0192,ppatk temu transaksi janggal pilpres 2024 ganjar pranowo capres urut 3 buka suara kait transaksi janggal sebut ganjar minta lanjut temu transaksi sebut apabila dana sebut indikasi langgar ranah pidana langsung laku tindak aparat hukum tertib hukum konstitusi koentji syarat mutlak sorang pimpin dukung ppatk berantas tuntas korupsi tppu
192,TXT0193,sama ganjar pranowo srimulat ajar politik jalan sikap santai penuh tawa ganjar mahfud hebat coblos3 3gm ganjarmahfudm3nangdebat debatcapres
193,TXT0194,jangan lupa catat tanggal indonesian democratic party februari 2024 tempat bagi demokrasi ayo bagi demokrasi pilih ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk
194,TXT0195,laman resmi alas fiskal timbul gaduh masyarakat
195,TXT0196,debat capres panas anies prabowo saling sentil
196,TXT0197,ganjar mahfud laku gerak cepat indonesia lebih unggul mboten ngapusimboten korupsi coblosnomor3 gasssganjarmahfud
197,TXT0198,gunromli bukan nyogok kkn korupsi kolusi nepotisme ganjar mahfud hebat coblos3 3gm ganjarmahfudm3nangdebat debatcapres
198,TXT0199,kan jawab sama anis emang prestasi gue lu calonin gue gubernur dkikan lu gue pinterkan
199,TXT0200,regulasi platform digital lebih adil kayak solusi banget ganjarmahfud moga wujud happy new year ganjarmahfud2024 ganjarmahfudm3nang l3bihbaik
200,TXT0201,ganjar pimpin selalu komitmen sejahtera rakyatnyaganjar pimpin selalu komitmen sejahtera rakyat
201,TXT0202,wabah pmk rebak tahun 2022 silam padahal udah lebih 30 tahun bebas pmk apa bikin pak tetep ken impor india apa lebih murah apa harga murah banding risiko ancam
202,TXT0203,kata habib rizieq shihab siapa perintah siapa jabat siapa orang kerja baik bagus wajib beri apresiasi trima kasi pak menhan pilih tetap 01 amin
203,TXT0204,anti demokrasi kata new york times bagaimana
204,TXT0205,ardiningrum22 debat capres pertama ganjar tegas jaga demokrasi sikat korupsi bengis ganjar mahfud hebat coblos3 3gm ganjarmahfudm3nangdebat waktunyaprabowo
205,TXT0206,program pasang capres cawapres ganjar pranowo mahfud md solusi jitu buat dorong tumbuh ekonomi desa jnk ganjarpranowopilihanumat
206,TXT0207,program pasang capres cawapres ganjar pranowo mahfud md desa presisi investasi buat masa depan ekonomi kuat daya saing jnk ganjarpranowopilihanumat
207,TXT0208,faisal sebut menkeu sri mulyani mundur ekonom faisal basri ajak segenap kalang bujuk jumlah menteri mundur kabinet jokowi bujuk suara perintah jokowi sangat kes pihak pasang capres cawapres nomor urut 02 prabowo subianto gibran rakabuming raka
208,TXT0209,prabowo tak khawatir intervensi negara soal utang
209,TXT0210,barusan gue temen gue ngecek pndpt pajak daerah buat satu tmpt ni bsa smpe 34 triliun se indonesia tuju gue mau bilang atas nama indonesia pake uang indonesia jga rakyat indo jgn cuma prabowo doang nyumbang jir licik
210,TXT0211,tom lembong cermin memang orientasi sana prabowogibran menang cara apa cara licik etika malu tonton depan publik penuh syahwat kuasa malu aminajadulu
211,TXT0212,tarik ganjarmahfud tampak fokus mudah akses masyarakat layan hukum dukung investasi happy new year ganjarmahfud2024 ganjarmahfudm3nang l3bihbaik
212,TXT0213,ganjar pranowo gubernur milik bijak tegas mampu satu rakyat lalu seni komedi ganjar mahfud hebat coblos3 3gm nazarpemilu ganjarmahfudm3nangdebat
213,TXT0214,ganjar mahfud hebat coblos3 3gm ganjarmahfud2024 betul pak sih indonesia korupsi pak ganjar mahfud moga indonesia lebih maju ganjar mahfud hebat 3gm coblos3
214,TXT0215,bisabisanya wan abud fitnah belanja alutsista prabowo dukungantulus untuk02 penasaran bebas ptn top 10 menhan nyebokin nangisin goblok pt tmi
215,TXT0216,tim hukum amin sumut lapor baliho bobby nasution pakai dinas sama prabowo
216,TXT0217,kata anies gapunya etika prabowo lebih tua dadak buta pas prabowo menyenye pas anies bicara debat 1 wkwk freak
217,TXT0218,anies presiden panglima diplomasi bukan hadir forum tonton
218,TXT0219,sedikit soal rekam jejak anies baswedan jakarta huni dp rp0 lawan politik selalu kecil program dp0 gagas mas anies padahal era program rumah mukim laksana komprehensif jawab ragam butuh huni rangkai payung program integrasi nama jakhabitat mulai bangun rusunawa punya preferensi sewa revitalisasi kampung tinggal kampung kota bangun dp rp0 lama tak sanggup milik rumah hingga sedia huni jangkau dekat mbagi millenialsgen z baru mulai karir kepingin gaya hidup lanjut sedia rusunawa mas anies cetak rekor bangun rusunawa banyak panjang sejarah pemprov dki bahkan lebih banyak periode belum anggap gubernur pro rusunawa cuma 2 tahun sewa panjang apa kagak serah kepala unit kelola dp rp0 anggap gagal klaim nyinyiers kaum dendam sakit hati kalah pilgub jumlah sedikit padahal meski apbd dki gerus pandemi dp rp0 mensupply kurang lebih 30 seluruh unit apartemen jakarta bahkan dp rp0 lebih laku apartemen komersil tingkat isi capai 95 banding 75 apartemen komersil dp0 kabul mimpi warga lama jadi sewa huni kemudia naik kelas milik keluar bulan relatif sama masuk warga difabel dp rp0 serang kini upaya hapus sungguh lawan politik bukan serang mas anies sedang halang hapus harap tutup sempat warga gapai mimpi milik rumah maklum
219,TXT0220,sukarelawan aniesmuhaimin amin minta awas tps rekam foto
220,TXT0221,ganjar komitmen tingkat sejahtera keluarga prajurit lalu program beasiswa debatcapres ganjarmahfud2024 ganjarmahfudm3nangdebat coblos5
221,TXT0222,prabowo singgung apbd dki 80 triliun jilat pantat gemoy sorak gembira joget gemoy gilir anies singgung anggar menhan 700 triliun ngamuk gigit pantat pasu pantat gemoy memang sakit
222,TXT0223,program pasang capres cawapres ganjar pranowo mahfud md solusi jitu buat dorong tumbuh ekonomi desa jnk ganjarpranowopilihanumat
223,TXT0224,sumber valid apa cuma cuap2 gw gapercaya aplg pdip lu sering nonton berita dijelasin pdip gasetuju anies kemaren nyindir soal langkahin konstitusi
224,TXT0225,indonesia punya hubung diplomatik israel normalisasi hubung meski indonesia punya hubung diplomatik israel hubung indonesia bidang dagang cukup baik sinyalir prabowo normalisasi hubung indonesiaisrael jabat amerika serikat kata awal 2021 perintah trump tempat indonesia mauritania negaranegara muslim lanjut dorong normalisasi hubung israel bahaya taaa asalbukanprabowo
225,TXT0226,kamu salah jauh soal anggar prabowo wan angin dukungantulus untuk02 penasaran bebas ptn top 10 menhan nyebokin nangisin goblok pt tmi
226,TXT0227,demokrasi rusak 02 rkyt cerdas prabowo tumbang 4x presiden
227,TXT0228,lembaga survei australia sebut elektabilitas anies lonjak abrisatu optimis amin menang pilpres 2024
228,TXT0229,prabowo serang anies pimpin jangan ngomong
229,TXT0230,2024 penuh kejut prabowo gibran menang satu putar bukan ngawang2 optimisme ukur dasar data fakta perintah jokowi sebentar akhir gores kenang indah lanjut terus tingkat rindu rakyat keluarga asn tni polri sosok sby jokowi wakil paslon 02 militer sipil buah pasang realistias kondisi masa depan
230,TXT0231,ganjarmahfud pimpin dukung sejahtera semua lapis masyarakat happy new year ganjarmahfud2024 ganjarmahfudm3nang l3bihbaik
231,TXT0232,ini desak anies laku jabat gub dki acara debatanies bukan dar cari perhati tuk pilpres 2024 lanjut tradisi demokrasi sehat aniesmuhaimin2024 aminajadulu
232,TXT0233,sombong kubu prabowo inidgn cara apa menang ingat pilih dasar demokrasi jurdilinsyaallah rakyat bergejolaknamun sebaliknyajgn anggap main2 milik mutlak negeri iniingat pesta demokrasi rakyat
233,TXT0234,justru prabowo menang bahaya buat utuh langsung indonesia bilang 2030 nkra hancur ditolakorgpapuadll
234,TXT0235,demokrasi wujud indonesian democratic party februari 2024 mantap ayo jadi momen lebih makna pilih ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk
235,TXT0236,debat cuma modal bego dongok tolol 2004 ganjar dpr prabowo kalah golkar 2009 ganjar dpr prabowo gagal cawapres 2014 ganjar gubernur prabowo gagal capres 2019 ganjar anis gubernur prabowo gagal capres prabowo gagal mlulu anis menang 1 kali itu brutal
236,TXT0237,sejahtera keluarga prajurit jadi komitmen ganjar debatcapres ganjarmahfud2024 ganjarmahfudm3nangdebat coblos97
237,TXT0238,calon presiden nomor urut 3 seluruh tumpang tindih sisi regulasi perlu harmonisasi sinkronisasi lanjut tingkat putus pimpin tinggi berani ambil putus ganjar sampai jawab atas tanya bagaimana komitmen paslon tata institusi tahan aman wenang institusi sektor aman sangat penting jadi tumpang tindih tanya panelis langsung debatcapres istora senayan jakarta minggu 712024 tema debatpilpres tiga putar geopolitik hubung internasional tahan aman tonton seru debat tiga pilpres sedang langsung youtube kompascom ganjarmahfud ganjarpranowo jernihmemilih pemilu2024kcm debatcapresketiga debatcapres2024 milu pilpres kpu
238,TXT0239,gaya pimpin ganjar pranowo capres urut 3 patut ikan jempol beliau terjun langsung masyarakat bukan mau jadi calon presiden laku beliau sejak legislatif memang gaya pimpin beliau selalu terjun masyarakat dengar langsung aspirasi keluhankeluhan warga ganjarpedulirakyat ganjarhobiblusukan ganjarmahfudm3nang
